Claim ID,Vehicle style,Vehicle color,Vehicle Age,Make,VehiclePrice,Gender,Marital Status,State,Occupation,License Type,Drinking-and-Driving,Collission Types,Accident Reason,Holiday Weeks,AccidentArea,Weather,Accident Date,Claim Date,Police Notification,Passengers #,Repair amount,Sum Insured,Days_Policy_Claim,PastNumberOfClaims,AddressChange_Claim,BasePolicy,DriverRating,Fraud Detected
110,compacts,Green,8,Honda,20000 to 29000,1,Married,SA,physical therapists,O,1,nose-to-tail,Distracted driving,Yes,Urban,Rain,29/07/2012,27/12/2017,0,0,"$2,766.00","$2,212.80",more than 30,none,no change,Liability,4,0
111,Midsize,Red,11,Toyota,20000 to 29000,0,Single,ACT,medical assistants,O,1,collision with stationary vehicle,Distracted driving,No,Urban,Icy pavement,18/07/2017,18/03/2015,0,1,"$1,496.00","$1,047.20",more than 30,2 to 4,no change,Collision,2,1
112,MPV,Black,2,Pontiac,20000 to 29000,0,Married,ACT,nurse,O,1,nose-to-tail,Distracted driving,No,Urban,Wet pavement,14/04/2020,27/12/2014,0,4,"$2,237.00","$1,789.60",more than 30,2 to 4,no change,All Perils,3,0
113,Van,White,14,Honda,20000 to 29000,1,Married,VIC,Accountants,O,1,nose-to-tail,Distracted driving,No,Urban,Snow/Sleet,5/11/2019,1/08/2014,0,0,"$1,879.00","$1,315.30",more than 30,none,no change,All Perils,1,0
114,SUV,Blue,7,Accura,more than 69000,1,NA,SA,engineer,O,1,collision with reversing,Speeding,Yes,Rural,Rain,18/11/2020,27/07/2010,0,3,"$6,988.00","$6,289.20",more than 30,none,no change,All Perils,2,0
115,Executive,Green,8,Chevrolet,20000 to 29000,0,Single,ACT,Accountants,O,1,side swipe,Driving drunk,No,Urban,Wet pavement,27/03/2012,5/01/2016,0,0,"$5,142.00","$4,627.80",more than 30,1,no change,Collision,3,1
116,compacts,Black,11,Honda,more than 69000,1,Married,QLD,Accountants,O,1,side swipe,Distracted driving,Yes,Urban,Wet pavement,11/08/2015,26/05/2011,0,2,"$3,269.00","$2,615.20",more than 30,2 to 4,no change,Collision,1,1
117,Subcompacts,Black,6,Pontiac,30000 to 39000,1,Single,TAS,insurance sales agent,O,1,nose-to-tail,Driving tired,No,Urban,Fog,27/07/2013,30/07/2012,0,1,"$5,763.00","$5,186.70",more than 30,1,no change,Collision,2,0
118,compacts,Yellow,6,Pontiac,20000 to 29000,1,Single,SA,information security analysts,O,0,nose-to-tail,Tailgating/aggressive driving,No,Urban,Icy pavement,3/03/2012,14/07/2010,0,4,"$3,003.00","$2,402.40",more than 30,2 to 4,no change,Liability,3,1
119,SUV,Red,14,Mazda,20000 to 29000,0,Single,NSW,Teacher,O,0,nose-to-tail,Speeding,Yes,Urban,Wet pavement,12/12/2017,21/12/2014,0,1,"$3,058.00","$2,446.40",more than 30,2 to 4,no change,All Perils,3,1
120,SUV,White,15,Honda,more than 69000,0,Married,TAS,Trailer Truck Drivers,O,1,collision with reversing,Driving tired,Yes,Rural,Fog,20/03/2016,23/12/2010,0,3,$747.00,$522.90,more than 30,none,no change,All Perils,3,0
121,Subcompacts,Blue,0,Honda,more than 69000,1,Married,ACT,web developer,O,0,collision with stationary vehicle,Speeding,No,Rural,Rain,29/11/2019,9/07/2015,1,4,"$4,113.00","$3,290.40",more than 30,none,no change,All Perils,3,1
122,Subcompacts,Red,11,Honda,more than 69000,0,Married,VIC,lawyer,O,0,side swipe,Distracted driving,No,Rural,Icy pavement,10/11/2011,14/12/2010,0,0,"$2,691.00","$2,152.80",more than 30,none,no change,Collision,4,0
123,SUV,Red,1,Pontiac,more than 69000,1,Single,TAS,office clerks,O,0,collision with reversing,Distracted driving,Yes,Urban,Wet pavement,31/07/2016,25/10/2012,0,0,"$5,819.00","$5,237.10",more than 30,more than 4,no change,Collision,1,0
124,Subcompacts,Yellow,8,Honda,20000 to 29000,0,Single,SA,flight attendant,O,1,collision with reversing,Tailgating/aggressive driving,No,Urban,Rain,20/08/2019,7/06/2019,0,3,"$6,333.00","$5,699.70",more than 30,more than 4,no change,Collision,4,0
125,Subcompacts,Green,14,Toyota,30000 to 39000,1,Single,WA,dentists,O,1,side swipe,Driving drunk,No,Urban,Snow/Sleet,13/01/2014,6/06/2019,0,0,"$4,981.00","$3,984.80",more than 30,none,no change,All Perils,3,0
126,SUV,Red,6,Pontiac,20000 to 29000,0,Married,QLD,physical therapists,P1 or P2,0,side swipe,Speeding,Yes,Urban,Wet pavement,4/05/2012,2/12/2010,0,0,"$1,393.00",$975.10,more than 30,2 to 4,no change,Liability,4,0
127,SUV,Blue,5,Dodge,30000 to 39000,1,Married,VIC,Retails Salespersons,O,1,collision with stationary vehicle,Speeding,No,Urban,Icy pavement,4/11/2017,30/09/2012,0,4,"$1,018.00",$712.60,more than 30,none,4 to 8 years,Collision,2,1
128,Subcompacts,Yellow,3,Mazda,30000 to 39000,1,Married,ACT,Teacher,O,1,nose-to-tail,Distracted driving,Yes,Urban,Icy pavement,6/01/2019,31/12/2012,0,4,"$6,978.00","$6,280.20",more than 30,2 to 4,no change,Liability,3,0
129,Subcompacts,Red,2,Chevrolet,30000 to 39000,0,Single,ACT,Cashiers,O,1,collision with reversing,Driving drunk,Yes,Rural,Wet pavement,9/03/2012,16/05/2015,0,2,"$3,560.00","$2,848.00",more than 30,more than 4,no change,Liability,3,1
130,compacts,Red,7,Honda,20000 to 29000,1,Single,VIC,lawyer,O,0,side swipe,Failing to give way,Yes,Urban,Icy pavement,9/09/2010,6/10/2018,0,1,"$5,954.00","$5,358.60",more than 30,2 to 4,no change,Collision,3,0
131,SUV,White,10,Pontiac,20000 to 29000,1,Married,QLD,insurance sales agent,O,0,side swipe,Distracted driving,Yes,Urban,Icy pavement,18/04/2012,14/03/2017,0,2,"$2,976.00","$2,380.80",more than 30,more than 4,no change,Collision,1,1
132,SUV,Blue,7,Honda,20000 to 29000,1,Single,TAS,Trailer Truck Drivers,O,0,side swipe,Speeding,Yes,Urban,Wet pavement,22/10/2018,19/02/2015,0,3,"$5,387.00","$4,848.30",more than 30,none,no change,Collision,3,0
133,SUV,Yellow,2,Pontiac,20000 to 29000,0,Married,TAS,nurse,O,1,collision with an animal,Distracted driving,Yes,Urban,Wet pavement,10/08/2015,15/10/2015,0,3,"$6,731.00","$6,057.90",more than 30,2 to 4,no change,Collision,4,1
134,SUV,Black,5,Ford,more than 69000,0,Married,NT,engineer,O,0,nose-to-tail,Driving drunk,No,Urban,Wet pavement,22/09/2016,21/08/2017,1,1,"$1,739.00","$1,217.30",more than 30,none,no change,Collision,3,0
135,compacts,Grey,11,Honda,20000 to 29000,0,Married,WA,Security guards,O,0,side swipe,Speeding,Yes,Urban,Rain,5/11/2013,8/08/2019,0,1,"$6,729.00","$6,056.10",more than 30,1,no change,Collision,4,1
136,SUV,Red,1,Pontiac,20000 to 29000,1,Single,SA,marketing manager,O,1,collision with reversing,Speeding,Yes,Urban,Wet pavement,12/12/2017,11/10/2010,0,1,"$4,306.00","$3,444.80",more than 30,1,no change,Collision,2,0
137,SUV,Red,0,Toyota,20000 to 29000,0,Single,WA,marketing manager,O,1,collision with stationary vehicle,Tailgating/aggressive driving,Yes,Urban,Wet pavement,15/03/2016,1/01/2010,1,1,"$5,601.00","$5,040.90",more than 30,1,no change,Collision,4,1
138,Subcompacts,Blue,10,Toyota,20000 to 29000,0,Single,VIC,physical therapists,O,1,side swipe,Distracted driving,Yes,Urban,Rain,24/02/2016,24/04/2014,0,3,"$6,134.00","$5,520.60",more than 30,none,no change,All Perils,4,1
139,City-cars,White,0,Mercury,20000 to 29000,1,Single,TAS,physical therapists,O,0,nose-to-tail,Tailgating/aggressive driving,Yes,Urban,Snow/Sleet,12/07/2011,11/12/2014,0,4,"$1,677.00","$1,173.90",more than 30,more than 4,no change,All Perils,2,1
140,Subcompacts,Yellow,10,Toyota,less than 20000,0,Married,NT,lawyer,O,1,nose-to-tail,Speeding,No,Urban,Wet pavement,28/10/2011,8/06/2017,0,4,"$1,954.00","$1,367.80",more than 30,none,no change,All Perils,2,0
141,City-cars,Red,9,Honda,more than 69000,0,Single,VIC,office clerks,O,0,side swipe,Failing to give way,Yes,Urban,Wet pavement,9/09/2015,25/05/2013,1,3,"$6,434.00","$5,790.60",more than 30,1,no change,Collision,4,1
142,SUV,Grey,12,Pontiac,20000 to 29000,0,Married,NSW,college professor,O,0,nose-to-tail,Tailgating/aggressive driving,Yes,Urban,Rain,7/07/2015,27/01/2010,0,3,"$1,444.00","$1,010.80",more than 30,1,no change,All Perils,4,0
143,Subcompacts,Grey,6,Chevrolet,20000 to 29000,1,Married,VIC,web developer,O,1,side swipe,Driving drunk,No,Urban,Rain,6/06/2019,21/07/2011,0,2,"$3,877.00","$3,101.60",more than 30,none,no change,Liability,4,0
144,compacts,Red,4,Toyota,20000 to 29000,1,Single,WA,student,O,0,nose-to-tail,Speeding,No,Urban,Rain,12/01/2013,16/01/2020,0,0,"$3,570.00","$2,856.00",more than 30,2 to 4,no change,Collision,2,1
145,City-cars,Blue,3,Toyota,20000 to 29000,1,NA,ACT,Security guards,O,1,side swipe,Speeding,Yes,Rural,Wet pavement,28/10/2011,25/11/2019,0,0,"$5,112.00","$4,600.80",more than 30,2 to 4,no change,Liability,4,1
146,SUV,White,7,Mazda,30000 to 39000,1,Married,ACT,engineer,O,0,collision with reversing,Distracted driving,No,Urban,Rain,25/01/2015,21/02/2020,0,4,"$2,893.00","$2,314.40",more than 30,none,no change,All Perils,1,1
147,SUV,Green,9,Mazda,30000 to 39000,1,Married,NT,office clerks,O,0,nose-to-tail,Speeding,Yes,Urban,Fog,4/11/2011,2/09/2019,0,3,"$6,443.00","$5,798.70",more than 30,none,no change,Liability,1,0
148,Subcompacts,Grey,4,Toyota,30000 to 39000,1,Married,NSW,flight attendant,O,0,nose-to-tail,Speeding,No,Rural,Snow/Sleet,4/08/2013,25/06/2016,0,4,"$2,389.00","$1,911.20",more than 30,none,under 6 months,All Perils,3,1
149,SUV,Yellow,10,Accura,30000 to 39000,0,Married,NSW,Trailer Truck Drivers,O,1,nose-to-tail,Distracted driving,No,Urban,Rain,13/04/2013,3/12/2016,0,4,"$3,599.00","$2,879.20",more than 30,none,no change,Collision,1,0
150,City-cars,Green,1,Mazda,20000 to 29000,1,Single,QLD,office clerks,O,0,nose-to-tail,Speeding,No,Urban,Snow/Slushy pavement,28/07/2015,6/09/2014,1,4,"$1,493.00","$1,045.10",more than 30,none,no change,Collision,4,0
151,Executive,Red,15,Pontiac,20000 to 29000,1,Married,VIC,insurance sales agent,P,1,side swipe,Tailgating/aggressive driving,Yes,Urban,Icy pavement,12/09/2014,30/07/2011,0,4,"$2,611.00","$2,088.80",more than 30,2 to 4,no change,Collision,1,1
152,SUV,White,15,Pontiac,30000 to 39000,0,Single,WA,lawyer,O,1,nose-to-tail,Speeding,Yes,Urban,Rain,30/10/2013,8/05/2020,0,1,"$3,183.00","$2,546.40",more than 30,more than 4,no change,Liability,4,0
153,SUV,Blue,2,Pontiac,30000 to 39000,1,Single,SA,Accountants,O,0,side swipe,Poorly designed roads/intersections,Yes,Urban,Wet pavement,18/04/2019,11/01/2015,0,2,"$5,099.00","$4,589.10",more than 30,1,no change,Liability,3,0
154,Subcompacts,Yellow,10,Honda,20000 to 29000,1,Married,TAS,student,O,0,collision with stationary vehicle,Poorly designed roads/intersections,No,Urban,Rain,11/01/2019,16/02/2012,0,0,"$4,018.00","$3,214.40",more than 30,2 to 4,2 to 3 years,All Perils,3,0
155,Midsize,White,8,Honda,20000 to 29000,1,Single,SA,nurse,O,1,nose-to-tail,Distracted driving,No,Urban,Wet pavement,12/05/2010,25/06/2019,0,4,"$1,415.00",$990.50,more than 30,2 to 4,no change,Liability,3,1
156,SUV,Blue,15,Accura,30000 to 39000,0,Married,QLD,physical therapists,O,0,nose-to-tail,Speeding,No,Urban,Wet pavement,17/12/2019,7/05/2012,0,3,"$2,722.00","$2,177.60",more than 30,more than 4,no change,Liability,2,1
157,SUV,White,4,Mazda,40000 to 59000,0,Married,QLD,nurse,O,1,collision with stationary vehicle,Driving drunk,Yes,Urban,Snow/Sleet,28/02/2014,10/12/2015,0,1,"$3,913.00","$3,130.40",more than 30,more than 4,no change,Collision,1,1
158,SUV,Yellow,15,Chevrolet,more than 69000,0,Married,NT,insurance sales agent,O,0,collision with reversing,Speeding,No,Urban,Snow/Sleet,30/01/2015,31/05/2012,0,4,"$2,785.00","$2,228.00",more than 30,1,no change,All Perils,2,0
159,SUV,Grey,3,Honda,20000 to 29000,0,Married,ACT,medical assistants,O,1,collision with stationary vehicle,Distracted driving,Yes,Urban,Rain,30/06/2019,18/09/2014,0,2,"$6,521.00","$5,868.90",more than 30,2 to 4,no change,Liability,4,0
160,compacts,Yellow,10,Honda,20000 to 29000,0,Married,NT,physical therapists,O,0,collision with reversing,Speeding,No,Urban,Wet pavement,22/07/2020,27/08/2011,0,2,"$4,998.00","$3,998.40",more than 30,2 to 4,no change,Liability,3,0
161,Midsize,Green,6,Chevrolet,more than 69000,1,Married,NT,Cashiers,O,0,collision with reversing,Driving through red lights,Yes,Urban,Rain,1/05/2013,5/01/2017,0,1,"$6,737.00","$6,063.30",more than 30,none,no change,All Perils,3,0
162,Midsize,Red,11,Honda,more than 69000,1,Married,TAS,Trailer Truck Drivers,O,1,collision with an animal,Poorly designed roads/intersections,Yes,Urban,Wet pavement,2/12/2015,28/08/2018,0,0,"$4,258.00","$3,406.40",more than 30,2 to 4,no change,Liability,1,0
163,compacts,White,5,Chevrolet,more than 69000,1,Married,NSW,insurance sales agent,O,1,side swipe,Driving drunk,Yes,Urban,Icy pavement,23/08/2015,26/12/2019,0,3,"$2,030.00","$1,624.00",more than 30,1,no change,Liability,3,0
164,City-cars,Yellow,10,Toyota,less than 20000,0,Married,NSW,office clerks,O,0,nose-to-tail,Distracted driving,Yes,Urban,Icy pavement,23/01/2018,9/02/2011,0,1,"$5,794.00","$5,214.60",more than 30,none,no change,All Perils,3,1
165,SUV,Red,1,Toyota,30000 to 39000,1,Married,SA,Retails Salespersons,O,1,nose-to-tail,Distracted driving,No,Urban,Rain,8/12/2013,24/09/2012,1,4,"$2,842.00","$2,273.60",more than 30,more than 4,no change,Collision,1,1
166,SUV,Grey,14,Toyota,20000 to 29000,1,Single,WA,office clerks,O,0,nose-to-tail,Distracted driving,Yes,Urban,Icy pavement,8/07/2014,18/05/2011,0,1,"$6,885.00","$6,196.50",more than 30,2 to 4,no change,Liability,1,0
167,City-cars,Black,0,Honda,20000 to 29000,1,Married,SA,student,O,1,side swipe,Driving through red lights,Yes,Urban,Wet pavement,10/11/2015,10/11/2018,0,4,"$2,236.00","$1,788.80",more than 30,1,no change,All Perils,2,1
168,City-cars,Blue,10,Toyota,20000 to 29000,1,Married,NT,Security guards,O,0,side swipe,Speeding,Yes,Urban,Snow/Slushy pavement,8/03/2015,2/12/2010,1,0,"$4,760.00","$3,808.00",more than 30,none,no change,Collision,4,1
169,SUV,Red,9,Nisson,more than 69000,0,Single,QLD,office clerks,O,0,collision with reversing,Distracted driving,Yes,Rural,Snow/Slushy pavement,29/07/2014,1/03/2011,0,0,"$6,857.00","$6,171.30",more than 30,2 to 4,4 to 8 years,All Perils,4,1
170,MPV,White,1,Honda,20000 to 29000,0,Married,VIC,Accountants,O,1,side swipe,Speeding,No,Urban,Snow/Sleet,20/05/2020,6/11/2017,0,4,"$1,884.00","$1,318.80",more than 30,2 to 4,no change,Liability,1,1
171,Subcompacts,Blue,2,Pontiac,20000 to 29000,1,Single,WA,physical therapists,O,0,side swipe,Driving through red lights,Yes,Urban,Wet pavement,6/04/2012,12/02/2014,0,1,"$3,469.00","$2,775.20",more than 30,none,no change,All Perils,3,0
172,SUV,Grey,4,Mazda,20000 to 29000,1,Single,SA,college professor,L,0,nose-to-tail,Driving tired,No,Urban,Icy pavement,9/12/2013,12/12/2018,0,1,"$6,548.00","$5,893.20",more than 30,2 to 4,no change,Liability,2,0
173,SUV,Blue,11,VW,30000 to 39000,0,Married,NSW,Security guards,O,0,collision with reversing,Tailgating/aggressive driving,Yes,Urban,Icy pavement,17/01/2012,26/05/2016,0,1,"$5,488.00","$4,939.20",more than 30,none,no change,Collision,4,0
174,Subcompacts,Red,2,Toyota,30000 to 39000,1,Married,NSW,Cashiers,O,0,nose-to-tail,Distracted driving,Yes,Urban,Rain,1/07/2012,8/07/2019,1,0,"$5,336.00","$4,802.40",more than 30,2 to 4,no change,Liability,4,0
175,compacts,White,12,Honda,less than 20000,1,Single,TAS,Security guards,O,1,nose-to-tail,Distracted driving,Yes,Urban,Rain,8/04/2012,1/08/2014,0,2,"$6,357.00","$5,721.30",more than 30,1,no change,All Perils,1,0
176,Midsize,Grey,0,Chevrolet,20000 to 29000,1,Single,VIC,college professor,O,0,nose-to-tail,Driving through red lights,No,Urban,Wet pavement,14/08/2010,10/09/2018,0,0,"$6,677.00","$6,009.30",more than 30,none,no change,All Perils,2,0
177,MPV,Blue,2,Saab,30000 to 39000,1,Married,TAS,nurse,O,0,side swipe,Driving tired,Yes,Urban,Snow/Sleet,25/01/2015,26/09/2013,0,3,"$2,621.00","$2,096.80",more than 30,2 to 4,no change,All Perils,2,0
178,SUV,White,0,Honda,20000 to 29000,0,Married,VIC,Teacher,O,0,side swipe,Tailgating/aggressive driving,Yes,Urban,Snow/Slushy pavement,6/02/2013,11/12/2011,0,4,"$5,504.00","$4,953.60",more than 30,more than 4,no change,Liability,3,0
179,Midsize,Green,3,Chevrolet,20000 to 29000,0,Married,TAS,marketing manager,O,1,collision with an animal,Tailgating/aggressive driving,Yes,Urban,Rain,14/09/2018,6/12/2017,0,1,"$1,240.00",$868.00,more than 30,1,no change,All Perils,1,0
180,Subcompacts,Yellow,7,Mercury,20000 to 29000,0,Married,TAS,web developer,O,0,side swipe,Poorly designed roads/intersections,Yes,Rural,Rain,8/09/2013,8/08/2012,0,2,"$5,716.00","$5,144.40",more than 30,1,no change,All Perils,3,0
181,City-cars,Blue,12,Ford,less than 20000,1,Single,NT,insurance sales agent,O,1,nose-to-tail,Distracted driving,No,Urban,Rain,19/12/2013,4/04/2010,1,0,"$1,683.00","$1,178.10",more than 30,2 to 4,no change,All Perils,4,0
182,Subcompacts,White,8,Pontiac,20000 to 29000,0,Single,VIC,Retails Salespersons,O,1,collision with reversing,Tailgating/aggressive driving,No,Urban,Rain,13/04/2010,29/08/2015,1,0,"$1,649.00","$1,154.30",more than 30,1,no change,Collision,2,0
183,SUV,Grey,8,Mazda,20000 to 29000,1,Married,NSW,nurse,O,1,side swipe,Speeding,Yes,Urban,Wet pavement,13/10/2013,30/03/2020,1,3,"$4,951.00","$3,960.80",more than 30,none,1 year,All Perils,4,0
184,MPV,Grey,10,Toyota,20000 to 29000,1,Single,NT,medical assistants,O,0,side swipe,Speeding,Yes,Urban,Snow/Slushy pavement,13/12/2010,29/11/2015,0,2,"$1,042.00",$729.40,more than 30,more than 4,no change,All Perils,1,1
185,SUV,Red,1,Chevrolet,20000 to 29000,1,Single,ACT,student,O,0,collision with reversing,Speeding,No,Urban,Snow/Sleet,5/12/2012,30/01/2011,0,0,"$2,933.00","$2,346.40",more than 30,none,no change,All Perils,2,1
186,compacts,White,14,Pontiac,20000 to 29000,1,Married,TAS,dentists,O,0,nose-to-tail,Distracted driving,Yes,Urban,Rain,22/05/2019,11/10/2014,0,2,"$5,394.00","$4,854.60",more than 30,none,no change,All Perils,4,0
187,SUV,Blue,13,Honda,more than 69000,0,Married,QLD,Teacher,O,0,collision with reversing,Driving drunk,No,Urban,Wet pavement,20/04/2019,22/10/2018,0,0,"$2,486.00","$1,988.80",more than 30,2 to 4,no change,Liability,4,1
188,SUV,Yellow,0,Pontiac,20000 to 29000,1,Married,QLD,physical therapists,O,0,side swipe,Distracted driving,No,Urban,Rain,15/12/2010,27/02/2013,0,4,"$6,459.00","$5,813.10",more than 30,1,no change,Liability,4,1
189,Subcompacts,Green,7,Chevrolet,30000 to 39000,0,Married,NT,lawyer,P1 or P2,0,side swipe,Speeding,Yes,Urban,Rain,19/03/2020,17/03/2020,0,4,"$6,301.00","$5,670.90",more than 30,more than 4,no change,Liability,1,1
190,compacts,Grey,10,Mazda,30000 to 39000,0,NA,VIC,Teacher,O,1,collision with stationary vehicle,Driving drunk,No,Urban,Icy pavement,28/07/2019,20/12/2015,0,2,"$2,892.00","$2,313.60",more than 30,2 to 4,4 to 8 years,All Perils,2,1
191,compacts,Yellow,1,Mazda,30000 to 39000,1,Married,NSW,insurance sales agent,O,0,nose-to-tail,Tailgating/aggressive driving,No,Urban,Rain,6/08/2019,17/01/2019,0,3,$653.00,$457.10,more than 30,none,no change,Collision,4,1
192,SUV,White,14,Toyota,20000 to 29000,1,Single,SA,office clerks,O,1,side swipe,Speeding,Yes,Urban,Rain,16/03/2010,23/02/2015,0,2,"$6,418.00","$5,776.20",more than 30,2 to 4,no change,All Perils,2,1
193,MPV,Red,4,Chevrolet,more than 69000,0,Single,QLD,insurance sales agent,O,1,nose-to-tail,Speeding,Yes,Urban,Rain,10/01/2016,3/12/2013,0,4,$299.00,$0.00,more than 30,none,no change,All Perils,2,1
194,MPV,White,4,Toyota,20000 to 29000,0,Single,WA,Security guards,O,0,side swipe,Speeding,No,Urban,Snow/Sleet,21/01/2015,2/02/2016,0,1,$262.00,$0.00,more than 30,none,no change,All Perils,3,1
195,Subcompacts,White,12,Honda,more than 69000,0,Married,WA,Security guards,O,0,collision with reversing,Tailgating/aggressive driving,No,Urban,Icy pavement,21/03/2020,7/01/2018,0,1,"$2,794.00","$2,235.20",more than 30,none,no change,Collision,3,0
196,SUV,Grey,7,Chevrolet,30000 to 39000,1,Single,SA,office clerks,O,0,nose-to-tail,Tailgating/aggressive driving,No,Urban,Wet pavement,4/04/2010,26/09/2019,0,1,"$4,348.00","$3,478.40",more than 30,1,no change,Collision,3,1
197,Subcompacts,White,9,Honda,30000 to 39000,1,Married,QLD,information security analysts,O,0,nose-to-tail,Tailgating/aggressive driving,No,Urban,Icy pavement,6/08/2014,25/08/2015,1,1,"$4,548.00","$3,638.40",more than 30,2 to 4,no change,Collision,3,1
198,SUV,Yellow,15,Mazda,20000 to 29000,0,Married,SA,web developer,O,0,side swipe,Driving drunk,No,Urban,Snow/Slushy pavement,11/11/2017,6/06/2019,0,3,"$6,508.00","$5,857.20",more than 30,2 to 4,no change,Collision,3,1
199,SUV,Red,10,Pontiac,20000 to 29000,0,Single,ACT,office clerks,O,0,side swipe,Speeding,Yes,Urban,Wet pavement,31/03/2019,22/07/2016,0,4,"$3,741.00","$2,992.80",more than 30,2 to 4,no change,All Perils,4,1
200,City-cars,Yellow,13,Pontiac,less than 20000,1,Single,WA,Retails Salespersons,P1 or P2,0,nose-to-tail,Driving drunk,No,Urban,Snow/Slushy pavement,21/04/2018,24/01/2018,0,3,"$1,758.00","$1,230.60",more than 30,none,no change,All Perils,4,0
201,SUV,Green,3,Mazda,20000 to 29000,0,Married,QLD,college professor,O,0,nose-to-tail,Driving tired,No,Urban,Wet pavement,12/07/2019,13/01/2013,0,0,"$1,892.00","$1,324.40",more than 30,none,no change,Collision,4,1
202,SUV,Yellow,3,Mazda,20000 to 29000,1,Single,WA,web developer,O,0,nose-to-tail,Poorly designed roads/intersections,Yes,Urban,Wet pavement,4/07/2017,27/03/2019,0,1,"$3,858.00","$3,086.40",more than 30,1,no change,Collision,4,0
